"","class","cap_shape","cap_color","bruises","gill_spacing","gill_color","stalk_shape","veil_color","population","habitat"
"7230","0","knobbed","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7231","1","flat","e","no bruises","close","yellow","enlarging","white","clustered","wood"
"7232","0","bell","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7233","1","flat","brown","no bruises","close","buff","tapering","white","several","paths"
"7234","0","bell","brown","no bruises","close","orange","enlarging","brown","clustered","leaves"
"7235","0","bell","grey","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7236","0","knobbed","brown","no bruises","close","brown","enlarging","orange","clustered","leaves"
"7237","0","bell","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7238","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7239","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7240","0","flat","brown","no bruises","close","brown","enlarging","brown","clustered","leaves"
"7241","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7242","1","flat","e","no bruises","close","buff","tapering","white","several","paths"
"7243","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7244","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7245","0","bell","brown","no bruises","close","yellow","enlarging","orange","several","leaves"
"7246","0","knobbed","grey","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7247","0","bell","brown","no bruises","close","orange","enlarging","orange","clustered","leaves"
"7248","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7249","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7250","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7251","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7252","0","flat","brown","no bruises","close","brown","enlarging","orange","clustered","leaves"
"7253","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7254","0","convex","brown","no bruises","close","orange","enlarging","orange","several","leaves"
"7255","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7256","0","knobbed","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7257","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7258","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7259","0","knobbed","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7260","1","flat","brown","no bruises","close","buff","tapering","white","several","paths"
"7261","0","convex","grey","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7262","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7263","1","flat","e","no bruises","close","buff","tapering","white","several","wood"
"7264","0","convex","white","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7265","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7266","1","flat","brown","no bruises","close","white","enlarging","white","clustered","wood"
"7267","0","bell","grey","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7268","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7269","1","convex","e","no bruises","close","buff","tapering","white","several","wood"
"7270","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7271","0","knobbed","grey","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7272","0","knobbed","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7273","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7274","0","knobbed","grey","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7275","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7276","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7277","0","knobbed","white","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7278","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7279","0","bell","white","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7280","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7281","0","convex","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7282","0","bell","brown","no bruises","close","brown","enlarging","orange","several","leaves"
"7283","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7284","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7285","0","convex","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7286","1","convex","e","no bruises","close","yellow","enlarging","white","clustered","wood"
"7287","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7288","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7289","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7290","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7291","0","knobbed","brown","no bruises","close","orange","enlarging","brown","clustered","leaves"
"7292","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7293","0","flat","brown","no bruises","close","white","enlarging","white","solitary","wood"
"7294","0","knobbed","grey","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7295","1","flat","e","no bruises","close","buff","tapering","white","several","leaves"
"7296","1","knobbed","yellow","no bruises","crowded","yellow","enlarging","yellow","clustered","leaves"
"7297","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7298","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7299","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7300","0","bell","brown","no bruises","close","orange","enlarging","brown","clustered","leaves"
"7301","0","convex","grey","bruises","close","white","enlarging","white","solitary","paths"
"7302","0","knobbed","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7303","1","flat","e","no bruises","close","buff","tapering","white","several","paths"
"7304","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7305","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7306","0","bell","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7307","0","flat","brown","no bruises","close","brown","enlarging","orange","clustered","leaves"
"7308","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7309","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7310","0","convex","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7311","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7312","0","convex","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7313","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7314","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7315","0","convex","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7316","0","convex","white","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7317","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7318","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7319","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7320","0","bell","white","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7321","1","flat","brown","no bruises","close","buff","tapering","white","several","paths"
"7322","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7323","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7324","1","convex","brown","no bruises","close","yellow","enlarging","white","clustered","wood"
"7325","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7326","0","flat","brown","no bruises","close","orange","enlarging","brown","clustered","leaves"
"7327","1","convex","e","no bruises","close","buff","tapering","white","several","wood"
"7328","0","flat","brown","no bruises","close","yellow","enlarging","brown","several","leaves"
"7329","0","bell","white","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7330","0","bell","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7331","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7332","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7333","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7334","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7335","0","bell","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7336","0","knobbed","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7337","1","flat","e","no bruises","close","white","enlarging","white","clustered","wood"
"7338","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7339","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7340","1","flat","e","no bruises","close","buff","tapering","white","several","wood"
"7341","1","convex","brown","no bruises","close","buff","tapering","white","several","wood"
"7342","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7343","1","knobbed","cinnamon","no bruises","close","yellow","enlarging","white","clustered","wood"
"7344","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7345","0","knobbed","white","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7346","1","flat","brown","no bruises","close","buff","tapering","white","several","leaves"
"7347","0","bell","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7348","1","flat","e","no bruises","close","buff","tapering","white","several","wood"
"7349","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7350","0","knobbed","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7351","0","convex","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7352","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7353","0","knobbed","brown","no bruises","close","brown","enlarging","brown","clustered","leaves"
"7354","0","flat","p","bruises","close","white","enlarging","white","solitary","paths"
"7355","0","bell","white","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7356","1","flat","brown","no bruises","close","buff","tapering","white","several","leaves"
"7357","1","flat","e","no bruises","close","buff","tapering","white","several","paths"
"7358","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7359","0","knobbed","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7360","0","convex","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7361","0","convex","cinnamon","bruises","close","white","enlarging","white","solitary","paths"
"7362","0","knobbed","grey","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7363","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7364","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7365","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7366","1","convex","e","no bruises","close","buff","tapering","white","several","paths"
"7367","0","knobbed","brown","no bruises","close","orange","enlarging","orange","clustered","leaves"
"7368","1","flat","yellow","no bruises","crowded","white","enlarging","yellow","clustered","leaves"
"7369","1","convex","cinnamon","no bruises","close","white","enlarging","white","clustered","wood"
"7370","1","convex","brown","no bruises","close","buff","tapering","white","several","wood"
"7371","0","convex","p","bruises","close","white","enlarging","white","several","paths"
"7372","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7373","0","knobbed","grey","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7374","0","bell","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7375","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7376","0","convex","brown","no bruises","close","orange","enlarging","brown","several","leaves"
"7377","0","bell","brown","no bruises","close","orange","enlarging","brown","several","leaves"
"7378","0","flat","brown","bruises","close","white","enlarging","white","solitary","paths"
"7379","0","knobbed","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7380","1","flat","brown","no bruises","close","buff","tapering","white","several","wood"
"7381","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7382","1","flat","brown","no bruises","close","buff","tapering","white","several","leaves"
"7383","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7384","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7385","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7386","0","bell","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7387","1","knobbed","brown","no bruises","close","yellow","enlarging","white","clustered","wood"
"7388","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7389","0","knobbed","brown","no bruises","close","orange","enlarging","orange","several","leaves"
"7390","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7391","0","bell","white","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7392","0","convex","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7393","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7394","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7395","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7396","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7397","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7398","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7399","0","bell","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7400","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7401","0","bell","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7402","1","conical","yellow","no bruises","crowded","yellow","enlarging","yellow","clustered","leaves"
"7403","1","convex","brown","no bruises","close","buff","tapering","white","several","paths"
"7404","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7405","0","convex","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7406","0","bell","brown","no bruises","close","brown","enlarging","brown","several","leaves"
"7407","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7408","0","bell","brown","no bruises","close","orange","enlarging","orange","clustered","leaves"
"7409","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7410","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7411","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7412","0","bell","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7413","0","knobbed","brown","no bruises","close","brown","enlarging","orange","clustered","leaves"
"7414","0","bell","brown","no bruises","close","yellow","enlarging","brown","several","leaves"
"7415","1","convex","brown","no bruises","close","buff","tapering","white","several","wood"
"7416","0","convex","grey","bruises","close","white","enlarging","white","several","paths"
"7417","0","convex","grey","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7418","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7419","0","knobbed","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7420","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7421","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7422","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7423","0","flat","p","bruises","close","white","enlarging","white","solitary","paths"
"7424","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7425","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7426","0","flat","brown","no bruises","close","yellow","enlarging","brown","clustered","leaves"
"7427","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7428","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7429","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7430","1","flat","brown","no bruises","close","buff","tapering","white","several","paths"
"7431","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7432","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7433","0","convex","brown","no bruises","close","brown","enlarging","orange","clustered","leaves"
"7434","1","flat","e","no bruises","close","buff","tapering","white","several","paths"
"7435","0","knobbed","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7436","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7437","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7438","0","flat","brown","no bruises","close","brown","enlarging","orange","several","leaves"
"7439","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7440","0","convex","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7441","0","knobbed","brown","no bruises","close","brown","enlarging","orange","several","leaves"
"7442","1","flat","e","no bruises","close","buff","tapering","white","several","paths"
"7443","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7444","0","flat","brown","bruises","close","white","enlarging","white","solitary","paths"
"7445","0","convex","grey","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7446","0","knobbed","white","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7447","0","bell","brown","no bruises","close","brown","enlarging","brown","clustered","leaves"
"7448","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7449","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7450","0","knobbed","brown","no bruises","close","white","enlarging","white","solitary","paths"
"7451","0","convex","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7452","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7453","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7454","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7455","1","flat","brown","no bruises","close","buff","tapering","white","several","leaves"
"7456","0","flat","brown","no bruises","close","yellow","enlarging","brown","several","leaves"
"7457","1","flat","e","no bruises","close","buff","tapering","white","several","wood"
"7458","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7459","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7460","0","bell","brown","no bruises","close","brown","enlarging","orange","clustered","leaves"
"7461","0","convex","grey","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7462","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7463","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7464","0","convex","grey","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7465","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7466","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7467","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7468","0","bell","brown","no bruises","close","orange","enlarging","brown","clustered","leaves"
"7469","0","bell","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7470","1","convex","e","no bruises","close","white","enlarging","white","clustered","wood"
"7471","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7472","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7473","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7474","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7475","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7476","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7477","1","convex","e","no bruises","close","buff","tapering","white","several","paths"
"7478","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7479","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7480","0","bell","grey","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7481","1","knobbed","brown","no bruises","close","yellow","enlarging","white","clustered","wood"
"7482","0","flat","brown","bruises","close","white","enlarging","white","several","paths"
"7483","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7484","1","flat","yellow","no bruises","crowded","yellow","enlarging","yellow","clustered","leaves"
"7485","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7486","1","flat","e","no bruises","close","yellow","enlarging","white","clustered","wood"
"7487","0","convex","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7488","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7489","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7490","1","flat","brown","no bruises","close","buff","tapering","white","several","wood"
"7491","0","flat","brown","no bruises","close","brown","enlarging","orange","clustered","leaves"
"7492","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7493","1","flat","brown","no bruises","close","buff","tapering","white","several","wood"
"7494","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7495","1","flat","e","no bruises","close","buff","tapering","white","several","leaves"
"7496","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7497","1","convex","e","no bruises","close","buff","tapering","white","several","wood"
"7498","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7499","0","convex","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7500","0","convex","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7501","0","convex","white","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7502","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7503","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7504","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7505","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7506","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7507","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7508","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7509","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7510","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7511","0","flat","brown","no bruises","close","orange","enlarging","brown","clustered","leaves"
"7512","1","flat","brown","no bruises","close","buff","tapering","white","several","wood"
"7513","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7514","0","convex","grey","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7515","0","convex","white","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7516","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7517","0","convex","brown","no bruises","close","brown","enlarging","brown","clustered","leaves"
"7518","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7519","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7520","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7521","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7522","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7523","0","bell","brown","no bruises","close","yellow","enlarging","brown","clustered","leaves"
"7524","0","flat","brown","no bruises","close","orange","enlarging","orange","clustered","leaves"
"7525","0","bell","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7526","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7527","0","convex","brown","no bruises","close","brown","enlarging","brown","clustered","leaves"
"7528","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7529","0","bell","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7530","0","bell","grey","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7531","1","convex","brown","no bruises","close","buff","tapering","white","several","wood"
"7532","0","convex","brown","no bruises","close","brown","enlarging","orange","clustered","leaves"
"7533","0","convex","white","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7534","0","convex","brown","no bruises","close","white","enlarging","white","solitary","paths"
"7535","0","knobbed","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7536","0","convex","white","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7537","1","flat","cinnamon","no bruises","close","yellow","enlarging","white","clustered","wood"
"7538","0","convex","brown","no bruises","close","yellow","enlarging","orange","clustered","leaves"
"7539","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7540","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7541","0","convex","white","no bruises","crowded","pink","enlarging","white","numerous","grasses"
"7542","0","knobbed","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7543","0","bell","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7544","0","knobbed","brown","no bruises","close","brown","enlarging","orange","several","leaves"
"7545","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7546","1","flat","e","no bruises","close","buff","tapering","white","several","paths"
"7547","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7548","0","knobbed","brown","no bruises","close","yellow","enlarging","brown","several","leaves"
"7549","0","flat","p","bruises","close","white","enlarging","white","several","paths"
"7550","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7551","0","bell","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7552","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7553","0","knobbed","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7554","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7555","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7556","0","flat","brown","no bruises","close","yellow","enlarging","orange","clustered","leaves"
"7557","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7558","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7559","0","convex","brown","no bruises","close","brown","enlarging","brown","several","leaves"
"7560","0","convex","white","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7561","0","convex","grey","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7562","0","convex","brown","no bruises","close","brown","enlarging","brown","several","leaves"
"7563","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7564","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7565","0","convex","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7566","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7567","0","convex","grey","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7568","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7569","1","flat","brown","no bruises","close","buff","tapering","white","several","wood"
"7570","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7571","0","knobbed","brown","no bruises","close","white","enlarging","white","solitary","paths"
"7572","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7573","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7574","0","bell","grey","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7575","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7576","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7577","0","knobbed","grey","no bruises","crowded","white","enlarging","white","numerous","grasses"
"7578","1","knobbed","brown","no bruises","close","buff","tapering","white","several","leaves"
"7579","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7580","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7581","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7582","0","knobbed","white","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7583","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7584","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7585","0","bell","white","no bruises","crowded","grey","enlarging","white","scattered","grasses"
"7586","0","convex","grey","no bruises","crowded","grey","enlarging","white","numerous","grasses"
"7587","0","bell","grey","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7588","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7589","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7590","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7591","0","bell","white","no bruises","crowded","white","enlarging","white","scattered","grasses"
"7592","1","flat","e","no bruises","close","buff","tapering","white","several","wood"
"7593","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7594","0","knobbed","white","no bruises","crowded","pink","enlarging","white","scattered","grasses"
"7595","1","knobbed","e","no bruises","close","buff","tapering","white","several","wood"
"7596","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7597","1","knobbed","brown","no bruises","close","buff","tapering","white","several","wood"
"7598","0","convex","brown","bruises","close","white","enlarging","white","several","paths"
"7599","1","knobbed","brown","no bruises","close","buff","tapering","white","several","paths"
"7600","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7601","1","bell","yellow","no bruises","crowded","white","enlarging","yellow","clustered","leaves"
"7602","1","knobbed","e","no bruises","close","buff","tapering","white","several","leaves"
"7603","0","convex","brown","bruises","close","white","enlarging","white","solitary","paths"
"7604","1","knobbed","e","no bruises","close","buff","tapering","white","several","paths"
"7605","0","knobbed","grey","no bruises","crowded","pink","enlarging","white","scattered","grasses"
